topic,news_headline,label
Other,Downtown blackout poised to stalls businesses onlookers say,not_uplifting
Other,Rail strike amid debate strands commuters onlookers say,not_uplifting
Other,Sprinkler failure surprisingly closes museum wing sources say,not_uplifting
Other,Cyberattack expected to knocks out town Wi-Fi according to locals,not_uplifting
Other,Postal delays at first glance leave medicine late onlookers say,not_uplifting
Other,Downtown blackout amid debate stalls businesses onlookers say,not_uplifting
Other,Rail strike quietly strands commuters initial reports,not_uplifting
Other,Sprinkler failure on track to closes museum wing onlookers say,not_uplifting
Other,Cyberattack at first glance knocks out town Wi-Fi it seems,not_uplifting
Other,Postal delays expected to leave medicine late onlookers say,not_uplifting
Other,Downtown blackout on track to stalls businesses early signs,not_uplifting
Other,Rail strike expected to strands commuters sources say,not_uplifting
Other,Sprinkler failure amid debate closes museum wing early signs,not_uplifting
Other,Cyberattack despite hurdles knocks out town Wi-Fi onlookers say,not_uplifting
Other,Postal delays poised to leave medicine late by some accounts,not_uplifting
Other,Downtown blackout may stalls businesses by some accounts,not_uplifting
Other,Rail strike surprisingly strands commuters by some accounts,not_uplifting
Other,Sprinkler failure could closes museum wing observers note,not_uplifting
Other,Cyberattack amid debate knocks out town Wi-Fi sources say,not_uplifting
Other,Postal delays could leave medicine late by some accounts,not_uplifting
Other,Downtown blackout after years stalls businesses sources say,not_uplifting
Other,Rail strike quietly strands commuters early signs,not_uplifting
Other,Sprinkler failure poised to closes museum wing according to locals,not_uplifting
Other,Cyberattack despite hurdles knocks out town Wi-Fi observers note,not_uplifting
Other,Postal delays surprisingly leave medicine late early signs,not_uplifting
Other,Downtown blackout at last stalls businesses early signs,not_uplifting
Other,Rail strike despite hurdles strands commuters onlookers say,not_uplifting
Other,Sprinkler failure on track to closes museum wing by some accounts,not_uplifting
Other,Cyberattack on track to knocks out town Wi-Fi sources say,not_uplifting
Other,Postal delays at first glance leave medicine late initial reports,not_uplifting
Other,Downtown blackout may stalls businesses according to locals,not_uplifting
Other,Rail strike expected to strands commuters by some accounts,not_uplifting
Other,Sprinkler failure quietly closes museum wing by some accounts,not_uplifting
Other,Cyberattack reportedly knocks out town Wi-Fi by some accounts,not_uplifting
Other,Postal delays expected to leave medicine late by some accounts,not_uplifting
Other,Downtown blackout could stalls businesses initial reports,not_uplifting
Other,Rail strike at first glance strands commuters initial reports,not_uplifting
Other,Sprinkler failure may closes museum wing early signs,not_uplifting
Other,Cyberattack may knocks out town Wi-Fi according to locals,not_uplifting
Other,Postal delays appears to leave medicine late it seems,not_uplifting
Other,Downtown blackout set to stalls businesses according to locals,not_uplifting
Other,Rail strike could strands commuters early signs,not_uplifting
Other,Sprinkler failure appears to closes museum wing early signs,not_uplifting
Other,Cyberattack expected to knocks out town Wi-Fi according to locals,not_uplifting
Other,Postal delays could leave medicine late observers note,not_uplifting
Other,Downtown blackout set to stalls businesses sources say,not_uplifting
Other,Rail strike despite hurdles strands commuters sources say,not_uplifting
Other,Sprinkler failure on track to closes museum wing early signs,not_uplifting
Other,Cyberattack could knocks out town Wi-Fi observers note,not_uplifting
Other,Postal delays quietly leave medicine late initial reports,not_uplifting
Other,Downtown blackout amid debate stalls businesses according to locals,not_uplifting
Other,Rail strike could strands commuters by some accounts,not_uplifting
Other,Sprinkler failure amid debate closes museum wing onlookers say,not_uplifting
Other,Cyberattack surprisingly knocks out town Wi-Fi it seems,not_uplifting
Other,Postal delays quietly leave medicine late early signs,not_uplifting
Other,Downtown blackout surprisingly stalls businesses by some accounts,not_uplifting
Other,Rail strike expected to strands commuters initial reports,not_uplifting
Other,Sprinkler failure amid debate closes museum wing initial reports,not_uplifting
Other,Cyberattack may knocks out town Wi-Fi according to locals,not_uplifting
Other,Postal delays expected to leave medicine late initial reports,not_uplifting
Other,Downtown blackout despite hurdles stalls businesses onlookers say,not_uplifting
Other,Rail strike may strands commuters observers note,not_uplifting
Other,Sprinkler failure quietly closes museum wing according to locals,not_uplifting
Other,Cyberattack after years knocks out town Wi-Fi it seems,not_uplifting
Other,Postal delays on track to leave medicine late it seems,not_uplifting
Other,Downtown blackout on track to stalls businesses according to locals,not_uplifting
Other,Rail strike could strands commuters observers note,not_uplifting
Other,Sprinkler failure poised to closes museum wing early signs,not_uplifting
Other,Cyberattack reportedly knocks out town Wi-Fi observers note,not_uplifting
Other,Postal delays at first glance leave medicine late by some accounts,not_uplifting
Other,Downtown blackout despite hurdles stalls businesses early signs,not_uplifting
Other,Rail strike expected to strands commuters by some accounts,not_uplifting
Other,Sprinkler failure at first glance closes museum wing by some accounts,not_uplifting
Other,Cyberattack despite hurdles knocks out town Wi-Fi according to locals,not_uplifting
Other,Postal delays at last leave medicine late observers note,not_uplifting
Other,Downtown blackout quietly stalls businesses initial reports,not_uplifting
Other,Rail strike surprisingly strands commuters observers note,not_uplifting
Other,Sprinkler failure could closes museum wing it seems,not_uplifting
Other,Cyberattack at last knocks out town Wi-Fi observers note,not_uplifting
Other,Postal delays poised to leave medicine late onlookers say,not_uplifting
Other,Downtown blackout appears to stalls businesses it seems,not_uplifting
Other,Rail strike amid debate strands commuters according to locals,not_uplifting
Other,Sprinkler failure on track to closes museum wing sources say,not_uplifting
Other,Cyberattack expected to knocks out town Wi-Fi observers note,not_uplifting
Other,Postal delays expected to leave medicine late initial reports,not_uplifting
Other,Downtown blackout quietly stalls businesses early signs,not_uplifting
Other,Rail strike could strands commuters according to locals,not_uplifting
Other,Sprinkler failure despite hurdles closes museum wing sources say,not_uplifting
Other,Cyberattack expected to knocks out town Wi-Fi by some accounts,not_uplifting
